name;roaster;roast;loc_country;origin;100g_USD;rating;review_date;review;
Limu Ethiopia Natural;BLK & Bold;Light;United States;Ethiopia;4,12;94;August 2020;Cleanly fruit-toned, tropical. Passion fruit, pineapple, honey, hazelnut, a hint of fresh yogurt in aroma and cup. Tart-leaning structure with bright acidity;
Ethiopia Sidamo Natural Water Decaf;Jackrabbit Java;Medium-Light;United States;Ethiopia;4,12;91;may-21;Deep-toned, chocolaty. Baking chocolate, date, almond butter, fresh-cut oak, agave syrup in aroma and cup. Sweet-toned structure with gentle, round acidity;
Mexico Altura Natural Water Process Decaf;Jackrabbit Java;Medium-Light;United States;Mexico;4,12;91;June 2022;Crisply chocolaty, deep-toned. Baking chocolate, almond, lily, candy apple, fir in aroma and cup. Sweet structure with gently round acidity;
Kenya 168;Mr. Chao Coffee;Medium-Light;Taiwan;Kenya;4,16;93;September 2021;Crisply sweet-savory. Date, hop flowers, tamarind, oak, cane sugar in aroma and cup. Richly bittersweet structure with lively acidity;
Kenya SHI;Mr. Chao Coffee;Medium-Light;Taiwan;Kenya;4,16;93;September 2021;Richly sweet-tart. Black currant, almond, cocoa nib, freesia, maple syrup, cedar in aroma and cup. Brightly sweet structure with juicy acidity;
Private Reserve Guatemala Medina Estate;San Francisco Bay Coffee;Medium;United States;Guatemala;4,17;90;March 2021;Delicate, sweetly nut-toned. Candied walnut, persimmon, grapefruit zest, oak, magnolia in aroma and cup. Richly sweet structure with gentle, round acidity;
Private Reserve Colombia Antioquia;San Francisco Bay Coffee;Medium-Light;United States;Colombia;4,17;91;April 2021;Cocoa-toned, balanced. Cocoa powder, date, magnolia, orange zest, hazelnut in aroma and cup. Sweet in structure with gentle, round acidity;
Colombia Pink Bourbon/Pink Lemonade Collaboration;Badbeard’s Microroastery;Medium-Light;United States;Colombia;4,18;93;February 2021;Sweetly tart, floral-driven. Honeysuckle, vanilla bean, cocoa nib, peach, fresh-cut oak in aroma and cup. Crisply sweet structure with gently bright, ripe acidity;
Ethiopia Suke Quto;Roast House;Medium-Light;United States;Ethiopia;4,19;92;November 2017;Delicate, sweetly spice-toned. Pink peppercorn, date, myrrh, lavender, roasted cacao nib in aroma and cup. Crisp, spice-toned structure with citrus-like acidity;
Ethiopia Natural Sidamo Papilio;Kakalove Cafe;Light;Taiwan;Ethiopia;4,25;93;February 2018;Delicate but richly intricate. Cocoa, almond paste, lemon verbena, hints of lily and grappa-like spirits in aroma and cup. Savory-sweet and brisk, though juicy in structure. Very lightly syrupy in mouthfeel. The finish is deeply savory-sweet and crisply flavor-saturated. ;
Kenya Nyeri Nudurutu Factory AB;Kakalove Cafe;Medium-Light;Taiwan;Kenya;4,25;94;December 2018;Bright, richly sweet-savory. Red currant, hop flowers, fresh-cut cedar, roasted cacao nib, almond brittle in aroma and cup. Richly bittersweet structure with resonant, high-toned acidity;
Ethiopia Guji Natural Dasaya;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,25;94;December 2018;Elegantly fruit-toned, chocolaty. Dark chocolate, dried fig, oak, narcissus-like flowers, molasses in aroma and cup. Crisply sweet structure with balanced, vibrant acidity;
Ethiopia Natural Yirgacheffe Blue Donkey Lot;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,25;94;August 2019;Delicately fruit-toned. Persimmon, rose hips, cacao nib, lemon verbena, saltwater taffy in aroma and cup. Balanced, sweet-savory structure with fruit-driven acidity;
Kenya Kiambu Peaberry Uklili 1904 Lot;Kakalove Cafe;Medium;Taiwan;Kenya;4,25;94;November 2019;Cocoa-toned, deeply and richly sweet. Cocoa nib, lemon blossom, black currant, hazelnut butter, cedar in aroma and cup. Sweetly tart structure with bright, vibrant acidity;
Kenya Kiambu AB Uklili 1903 Lot;Kakalove Cafe;Medium-Light;Taiwan;Kenya;4,25;94;November 2019;Rich-toned, chocolaty. Dark chocolate, narcissus-like flowers, date, cedar, blood orange zest in aroma and cup. Sweet-toned structure with balanced acidity;
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,25;94;November 2019;Delicate, berry-toned, deeply sweet. Wild strawberry, honey, freesia-like flowers, oak, almond paste in aroma and cup. Sweetly tart structure with juicy, high-toned acidity;
Ethiopia Natural Guji PB JackyLai Lot;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,25;94;April 2020;Richly sweet-tart, complex, fruit-toned. Mulberry, cocoa nib, honeysuckle, sandalwood, nougat in aroma and cup. Sweetly tart structure with juicy, vibrant acidity;
Kakalove Ethiopia Natural Yirgacheffe Boyrfi;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,25;93;April 2020;Fruit-forward, deep-toned. Blueberry jam, dark chocolate, lily, juniper, molasses in aroma and cup. Sweet structure with round, gentle acidity;
Ethiopian Guji Ana Sora Alcoholic Natural G1;Normandy Coffee Thai Cuisine;Medium-Light;Taiwan;Ethiopia;4,25;94;January 2021;Winy and fruit-toned. Wine barrel, cherry pie, sandalwood, agave syrup, gardenia in aroma and cup. Sweetly tart with citrusy acidity;
Ethiopia Uraga Dambi Uddo Wet-Fermented;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,25;93;January 2021;Bright, richly floral. Jasmine, cocoa nib, tangerine zest, almond nougat, cedar in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Ethiopia Yirgacheffe G1;VERYTIME;Light;Taiwan;Ethiopia;4,25;91;February 2022;A friendly, accessible natural-processed Ethiopia cup: crisply sweet, deeply chocolaty, with hints of spicy florals throughout.;
Rwanda Bufcafe Remera;Mr. Espresso;Medium;United States;Rwanda;4,26;92;March 2018;Balanced and bright with a savory, root-vegetable depth. Lemon verbena, ripe orange zest, roasted cacao nib, rhododendron, a hint of brothy cooked root vegetables in aroma and cup. Structure is quietly sweet/tart with a savory edge;
Odin’s Viking Brew;Chaos Coffee Company;Medium-Dark;United States;Indonesia;4,26;93;April 2022; Rich-toned, deeply sweet. Dark chocolate, date, singed cedar, Bing cherry, saltwater taffy. Deepy sweet structure with gentle acidity;
Brazil Ipanema Black Edition A-41 Red Cherry;GK Coffee;;Taiwan;Brazil;4,27;94;July 2020;A ready-to-drink black coffee, tested cold. Bing cherry, sassafras, aromatic orchid, bay tree, brandy. Sweet-tart structure with juicy, bright acidity;
Ethiopia Guji (Rose Selection);Santos Coffee;Medium-Light;Hawai'i;Ethiopia;4,27;93;October 2021;Fruit-forward, multi-layered. Blueberry, musk, cocoa powder, freesia-like flowers, a hint of rum barrel in aroma and cup. Balanced structure with lively acidity;
Organic Sumatra;Emiliani Coffee;Medium;United States;Indonesia;4,28;91;August 2020;Richly and sweetly earth-toned. Fresh humus, dark chocolate, gently scorched oak, almond, red apple in aroma and cup. Sweet-savory structure with pert acidity;
Organic Mexico;Emiliani Coffee;Medium-Light;United States;Mexico;4,28;90;August 2020;Crisply sweet, lightly floral-toned. Magnolia, cocoa nib, date, cedar, agave syrup in aroma and cup. Sweet structure with gentle, round acidity;
Ethiopia Natural Hambela Wate;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,39;95;January 2021;Very sweet, fruit-toned. Date, rum barrel, narcissus, dark chocolate, marjoram in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Colombia Antioquia Natural Carbonic Maceration Caturra;Kakalove Cafe;Medium-Light;Taiwan;Colombia;4,39;95;February 2021;Opulent, richly sweet-tart-savory. Black currant jam, dark chocolate fudge, cherry blossom, toasted pecan, cedar in aroma and cup. Sweet-toned with tart-savory underpinnings;
Ethiopia Washed Botabaa G1 Lot.22/01;Muka Coffee;Light;Taiwan;Ethiopia;4,4;93;September 2022;Sweetly floral, richly aromatic. Magnolia, raspberry, cocoa nib, lemon-thyme, agave syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity;
Ethiopia Gelana Abaya;Big Creek Coffee Roasters;Medium-Light;United States;Ethiopia;4,41;92;November 2017;Sweet, spice-toned, pungent. Hazelnut, cocoa, ripe cantaloupe, tangerine zest, a hint of cinnamon in aroma and cup. Complexly structured: very sweet, gently tart, slightly bitterish. Syrupy and full in mouthfeel. Cocoa and tangerine carry into a deep, long finish.;
Yule Blend 2018;Flight Coffee Co.;Medium-Light;United States;Kenya;4,41;94;December 2017;Crisp, sweet-savory. Mulberry, pink peppercorn, maple syrup, gardenia, cedar in aroma and cup. Crisply sweet-savory in structure;
Kenya Kirinyaga;Big Shoulders Coffee;Light;United States;Kenya;4,41;94;March 2018;Intricately layered, deeply and sweetly pungent. Roasted cacao nib, lemon zest, lilac, candied ginger, frankincense in aroma and cup. Sweet-tart structure with bright, juicy acidity;
Burundi Nkonge Hill Red Honey;Caffeic;Medium;United States;Burundi;4,41;93;July 2018;Sweetly roast-rounded, richly savory. Dark caramel, pipe tobacco, date, almond, hops in aroma and cup. Sweet-savory in structure with rounded acidity;
Guatemala Huehuetenango La Garita;Big Creek Coffee Roasters;Medium-Light;United States;Guatemala;4,41;92;October 2018;Crisp, sweetly nut-toned. Almond brittle, lilac, black cherry, fresh-cut fir, agave syrup in aroma and cup. Deeply sweet in structure with brisk acidity;
Perla del Otún;Espresso Republic;Medium-Light;United States;Colombia;4,41;91;November 2018;Crisply sweet, balanced. Baker’s chocolate, maple syrup, gardenia, cherry, cedar in aroma and cup. Sweet-tart in structure with brisk acidity;
Ethiopia Hambela Natural Organic;Willoughby's Coffee & Tea;Medium-Light;United States;Ethiopia;4,41;94;February 2019;Balanced, fruit-toned, deeply sweet. Mulberry, wine barrel, dark chocolate, sandalwood, freesia in aroma and cup. Sweet-tart structure with wine-like acidity;
Rwanda Rulindo Tumba;Big Creek Coffee Roasters;Medium-Light;United States;Rwanda;4,41;91;March 2019;Richly sweet with savory undertones. Mulberry, rhododendron, agave syrup, oak, a hint of thyme in aroma and cup. Sweet-toned structure with round, gentle acidity;
Ethiopia Hambela 1 Organic Natural Alaka;SkyTop Coffee;Medium-Light;United States;Ethiopia;4,41;92;June 2019;Deeply sweet, fruit-toned, with a hint of sweet ferment. Baker’s chocolate, plum, narcissus, barrel-aged rum, cedar in aroma and cup. Sweet-toned structure with brisk acidity;
Idido;Counter Culture Coffee;Medium-Light;United States;Ethiopia;4,41;93;February 2020; High-toned, crisply sweet-tart. Lemon zest, cocoa nib, freesia-like flowers, apricot, fresh-cut oak in aroma and cup. Tart-leaning structure with juicy, vibrant acidity;
Ethiopia Duromina Agaro Gera;SkyTop Coffee;Medium-Light;United States;Ethiopia;4,41;93;August 2020;Fruit-toned, tropical. Lychee, guava, cocoa nib, violet, sandalwood in aroma and cup. Sweet-tart structure with crisp, high-toned acidity;
Peru San Ignacio Calazobo Lot 2 FTO;SkyTop Coffee;Medium-Light;United States;Peru;4,41;93;August 2020;Chocolaty and stone fruit-driven. Apricot, milk chocolate, narcissus, maple syrup, cedar in aroma and cup. Sweet structure with mild acidity;
Colombia Planadas;SkyTop Coffee;Medium-Light;United States;Colombia;4,41;92;December 2020;Chocolaty and sweetly nut-toned. Baking chocolate, almond butter, nougat, lychee, lily in aroma and cup. Sweet structure with gentle, round acidity;
Guatemala Las Victorias Euphora Special Lot;Euphora Coffee;Medium-Light;Taiwan;Guatemala;4,41;93;March 2021;Richly fruit-toned, juicy and deep. Raspberry, dark chocolate, hazelnut, lemon-thyme, sandalwood in aroma and cup. Sweetly tart with brisk acidity;
Ethiopia Sidamo Euphora Special Lot;Euphora Coffee;Medium-Light;Taiwan;Ethiopia;4,41;93;may-21;Brightly sweet, richly tart. Rose hips, dried nectarine, frangipane, cedar, agave syrup in aroma and cup. Tart-leaning structure with pert acidity;
Guatemala Finca Las Victorias Anaerobic Natural;Euphora Coffee;Medium-Light;Taiwan;Guatemala;4,41;93;October 2022;Sweetly savory, deep-toned. Dark chocolate, red plum, hop flowers, bay leaf, agave syrup in aroma and cup. Crisply sweet structure with savory undertones and gentle acidity;
Burundi Gitwe Natural Bourbon;Olympia Coffee Roasting;Medium-Light;United States;Burundi;4,52;93;June 2018;Richly sweet, crisply tart. Butterscotch, lemon zest, peach, honey, fresh-cut cedar in aroma and cup. Balanced, delicately sweet-tart structure with vibrant acidity;
Ethiopia Guji Natural Euphora Special Lot;Euphora Coffee;Medium-Light;Taiwan;Ethiopia;4,53;94;August 2021;Richly sweet, deep-toned, bright and juicy. Pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity;
La Union (Colombia);Barrington Coffee Roasting;Medium-Light;United States;Colombia;4,54;91;October 2018;Crisply sweet, chocolaty. Baker’s chocolate, plum, magnolia, cedar, molasses in aroma and cup. Sweet-toned structure with gentle, round acidity;
Kenya AA Karamundi;Revel Coffee;Medium-Light;United States;Kenya;4,56;92;February 2018;Delicate, sweetly tart. Roasted cacao nib, honeysuckle, tamarind, spearmint, plum in aroma and cup. Balanced structure with brisk acidity;
Brazil Carmo de Minas Natural;Big Creek Coffee Roasters;Medium-Light;United States;Brazil;4,56;91;may-18; Briskly sweet-tart, fruit-forward. Dark chocolate, maraschino cherry, pipe tobacco, caramel, almond in aroma and cup. Bittersweet instructure with gentle, rounded acidity;
Brazil Ouro de Minas Pulped Natural;Corvus Coffee Roasters;Medium-Light;United States;Brazil;4,56;92;may-18;Delicate, sweetly bright and gently lemony. Ripe lemon zest, fresh-cut cedar, carnation, roasted cashew, cocoa in aroma and cup. Roundly and lightly sweet-tart in structure;
Rwanda Cyato;Big Creek Coffee Roasters;Medium-Light;United States;Rwanda;4,56;90;June 2018;Brightly sweet with a savory depth. Lemon verbena, roasted cacao nib, rhododendron, date, cedar in aroma and cup. Quietly sweet-tart structure;
Private Reserve Ethiopia Barrel-Aged;San Francisco Bay Coffee;Medium-Light;United States;Ethiopia;4,58;92;March 2021;Gently fruit-toned. Raspberry jam, wine barrel, dark chocolate, hazelnut, gardenia in aroma and cup. Sweet-toned with brisk acidity;
Kenya Kirinyaga Mukangu AB;Kakalove Cafe;Medium-Light;Taiwan;Kenya;4,6;95;November 2017;Crisply sweet-savory. Lavender, roasted cacao nib, strawberry guava, hazelnut, toasted barley in aroma and cup. Sweetly floral structure with savory undertones;
Ethiopia Banko Gotiti Natural;Kakalove Cafe;Light;Taiwan;Ethiopia;4,6;94;February 2018;Deeply and richly sweet;
Ethiopia Natural Guji Hambela G1 Bishan Fugu;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,6;95;April 2019;Brightly sweet, deeply pungent. Fine musk, black currant, baker’s chocolate, violet, oak in aroma and cup. Sweet-toned structure with juicy acidity;
Ethiopia Natural Yirgacheffe Banko Gotiti;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,6;94;October 2019;Richly sweet, cleanly fruit-driven, floral-toned. Raspberry jam, dark chocolate, gardenia, cedar, maple syrup in aroma and cup. Sweetly tart structure with bright, juicy acidity;
Kenya Nyeri Yerihar AA Lot 1901 Espresso;Kakalove Cafe;Medium-Light;Taiwan;Kenya;4,6;95;February 2020;Evaluated as espresso. Rich-toned, deeply sweet-savory. Black currant, dark chocolate, cedar, tamarind, freesia in aroma and small cup. Lively, syrupy mouthfeel;
Kenya Kiambu Maua Lot AB;Kakalove Cafe;Medium-Light;Taiwan;Kenya;4,6;94;October 2020;Sweetly floral and delicately cocoa-toned. Honeysuckle, cocoa nib, Concord grape, agave, lemon-thyme in aroma and cup. High-toned structure with juicy, confident acidity;
Ethiopia Natural Guji Blue-Donkey 2020;Kakalove Cafe;Medium-Light;Taiwan;Ethiopia;4,6;95;November 2020;Richly aromatic, delicately fruit-forward. Dried persimmon, cocoa nib, tangerine zest, shiitake mushroom, carnation in aroma and cup. Savory-sweet with deep, fruit-toned acidity;
Kenya Nyeri Gachatha Washed AB;Kakalove Cafe;Medium-Light;Taiwan;Kenya;4,6;94;June 2021;Sweetly spice-toned, floral. Wisteria, dark chocolate, black currant, marjoram, pink grapefruit zest in aroma and cup. Sweetly rich, tart structure with vibrant acidity;Rich-toned, chocolaty. Dark chocolate, black cherry, gently scorched oak, molasses, gardenia in aroma and cup. Sweet in structure with very gentle acidity
Ethiopia Natural Guji Blue Donkey 21/01;Kakalove Cafe;Light;Taiwan;Ethiopia;4,6;95;June 2021;Deep, rich, berry-driven. Raspberry coulis, wild honey, star jasmine, marzipan, sandalwood in aroma and cup. Sweetly tart structure with bright, crisp acidity;
Ethiopia Natural Guji Hambela SASA Lot 10;Kakalove Cafe;Light;Taiwan;Ethiopia;4,6;93;October 2021;Richly sweet-tart, deeply berry-toned. Fresh blueberry, rhododendron, Meyer lemon zest, dark chocolate, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity;
